0	-0.08772342289369123	0.9411258445033788	0.0	0.0	0.08	0.0	0.8	0.6	7.0	1.0	0	0	0.0	0.0

0	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	7.0	2.0	0	0	0.0	0.0

1	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	9.0	3.0	0	0	0.0	0.0

2	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	11.0	3.0	0	0	0.0	0.0

3	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	13.0	4.0	0	0	0.0	0.0

4	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	15.0	5.0	0	0	0.0	0.0

5	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	18.0	6.0	0	0	0.0	0.0

6	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	21.0	6.0	0	0	0.0	0.0

7	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	24.0	6.0	0	0	0.0	0.0

8	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	26.0	6.0	0	0	0.0	0.0

9	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	31.0	6.0	0	0	0.0	0.0

10	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	40.0	7.0	0	0	0.0	0.0

11	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	46.0	7.0	0	0	0.0	0.0

12	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	52.0	7.0	0	0	0.0	0.0

13	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	58.0	7.0	0	0	0.0	0.0

14	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	66.0	7.0	0	0	0.0	0.0

15	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	71.0	7.0	0	0	0.0	0.0

16	-0.05241217764871125	0.9319334237336938	0.0	0.0	0.12	0.0	0.82	0.8	80.0	8.0	0	0	0.0	0.0

