"rules"	"support"	"confidence"	"coverage"	"lift"	"count"
"59"	"{15} => {8}"	0.412587412587413	0.967213114754098	0.426573426573427	1.77322404371585	59
"60"	"{8} => {15}"	0.412587412587413	0.756410256410256	0.545454545454546	1.77322404371585	59
"61"	"{15} => {19}"	0.328671328671329	0.770491803278688	0.426573426573427	1.37725409836066	47
"62"	"{19} => {15}"	0.328671328671329	0.5875	0.559440559440559	1.37725409836066	47
"63"	"{15} => {2}"	0.426573426573427	1	0.426573426573427	1.74390243902439	61
"64"	"{2} => {15}"	0.426573426573427	0.74390243902439	0.573426573426573	1.74390243902439	61
"65"	"{15} => {17}"	0.426573426573427	1	0.426573426573427	1.72289156626506	61
"66"	"{17} => {15}"	0.426573426573427	0.734939759036145	0.58041958041958	1.72289156626506	61
"67"	"{15} => {22}"	0.307692307692308	0.721311475409836	0.426573426573427	1.22794691647151	44
"68"	"{22} => {15}"	0.307692307692308	0.523809523809524	0.587412587412587	1.22794691647151	44
"69"	"{15} => {32}"	0.363636363636364	0.852459016393443	0.426573426573427	1.38524590163934	52
"70"	"{32} => {15}"	0.363636363636364	0.590909090909091	0.615384615384615	1.38524590163934	52
"71"	"{15} => {20}"	0.398601398601399	0.934426229508197	0.426573426573427	1.43680592279217	57
"72"	"{20} => {15}"	0.398601398601399	0.612903225806452	0.65034965034965	1.43680592279217	57
"73"	"{0} => {17}"	0.307692307692308	0.698412698412698	0.440559440559441	1.20328934786766	44
"74"	"{17} => {0}"	0.307692307692308	0.530120481927711	0.58041958041958	1.20328934786766	44
"75"	"{0} => {22}"	0.328671328671329	0.746031746031746	0.440559440559441	1.27003023431595	47
"76"	"{22} => {0}"	0.328671328671329	0.55952380952381	0.587412587412587	1.27003023431595	47
"77"	"{0} => {32}"	0.398601398601399	0.904761904761905	0.440559440559441	1.4702380952381	57
"78"	"{32} => {0}"	0.398601398601399	0.647727272727273	0.615384615384615	1.4702380952381	57
"79"	"{0} => {20}"	0.377622377622378	0.857142857142857	0.440559440559441	1.31797235023041	54
"80"	"{20} => {0}"	0.377622377622378	0.580645161290323	0.65034965034965	1.31797235023041	54
"81"	"{10} => {31}"	0.342657342657343	0.753846153846154	0.454545454545455	1.43733333333333	49
"82"	"{31} => {10}"	0.342657342657343	0.653333333333333	0.524475524475524	1.43733333333333	49
"83"	"{10} => {8}"	0.321678321678322	0.707692307692308	0.454545454545455	1.2974358974359	46
"84"	"{8} => {10}"	0.321678321678322	0.58974358974359	0.545454545454545	1.2974358974359	46
"85"	"{10} => {19}"	0.447552447552448	0.984615384615385	0.454545454545455	1.76	64
"86"	"{19} => {10}"	0.447552447552448	0.8	0.559440559440559	1.76	64
"87"	"{10} => {2}"	0.356643356643357	0.784615384615385	0.454545454545455	1.36829268292683	51
"88"	"{2} => {10}"	0.356643356643357	0.621951219512195	0.573426573426573	1.36829268292683	51
"89"	"{10} => {17}"	0.370629370629371	0.815384615384615	0.454545454545455	1.40481927710843	53
"90"	"{17} => {10}"	0.370629370629371	0.63855421686747	0.58041958041958	1.40481927710843	53
"91"	"{10} => {22}"	0.454545454545455	1	0.454545454545455	1.70238095238095	65
"92"	"{22} => {10}"	0.454545454545455	0.773809523809524	0.587412587412587	1.70238095238095	65
"93"	"{10} => {32}"	0.370629370629371	0.815384615384615	0.454545454545455	1.325	53
"94"	"{32} => {10}"	0.370629370629371	0.602272727272727	0.615384615384615	1.325	53
"95"	"{10} => {20}"	0.426573426573427	0.938461538461538	0.454545454545455	1.44301075268817	61
"96"	"{20} => {10}"	0.426573426573427	0.655913978494624	0.65034965034965	1.44301075268817	61
"97"	"{31} => {8}"	0.398601398601399	0.76	0.524475524475524	1.39333333333333	57
"98"	"{8} => {31}"	0.398601398601399	0.730769230769231	0.545454545454546	1.39333333333333	57
"99"	"{31} => {19}"	0.426573426573427	0.813333333333333	0.524475524475524	1.45383333333333	61
"100"	"{19} => {31}"	0.426573426573427	0.7625	0.559440559440559	1.45383333333333	61
"101"	"{31} => {2}"	0.384615384615385	0.733333333333333	0.524475524475525	1.27886178861789	55
"102"	"{2} => {31}"	0.384615384615385	0.670731707317073	0.573426573426573	1.27886178861789	55
"103"	"{31} => {17}"	0.517482517482518	0.986666666666667	0.524475524475524	1.69991967871486	74
"104"	"{17} => {31}"	0.517482517482518	0.891566265060241	0.58041958041958	1.69991967871486	74
"105"	"{31} => {22}"	0.412587412587413	0.786666666666667	0.524475524475524	1.33920634920635	59
"106"	"{22} => {31}"	0.412587412587413	0.702380952380952	0.587412587412588	1.33920634920635	59
"107"	"{31} => {32}"	0.454545454545455	0.866666666666667	0.524475524475524	1.40833333333333	65
"108"	"{32} => {31}"	0.454545454545455	0.738636363636364	0.615384615384615	1.40833333333333	65
"109"	"{31} => {20}"	0.496503496503497	0.946666666666667	0.524475524475524	1.45562724014337	71
"110"	"{20} => {31}"	0.496503496503497	0.763440860215054	0.65034965034965	1.45562724014337	71
"111"	"{8} => {19}"	0.391608391608392	0.717948717948718	0.545454545454545	1.28333333333333	56
"112"	"{19} => {8}"	0.391608391608392	0.7	0.559440559440559	1.28333333333333	56
"113"	"{8} => {2}"	0.510489510489511	0.935897435897436	0.545454545454546	1.63211382113821	73
"114"	"{2} => {8}"	0.510489510489511	0.890243902439024	0.573426573426573	1.63211382113821	73
"115"	"{8} => {17}"	0.454545454545455	0.833333333333333	0.545454545454545	1.43574297188755	65
"116"	"{17} => {8}"	0.454545454545455	0.783132530120482	0.58041958041958	1.43574297188755	65
"117"	"{8} => {22}"	0.41958041958042	0.769230769230769	0.545454545454545	1.30952380952381	60
"118"	"{22} => {8}"	0.41958041958042	0.714285714285714	0.587412587412587	1.30952380952381	60
"119"	"{8} => {32}"	0.475524475524476	0.871794871794872	0.545454545454545	1.41666666666667	68
"120"	"{32} => {8}"	0.475524475524476	0.772727272727273	0.615384615384615	1.41666666666667	68
"121"	"{8} => {20}"	0.496503496503497	0.91025641025641	0.545454545454546	1.39964157706093	71
"122"	"{20} => {8}"	0.496503496503497	0.763440860215054	0.65034965034965	1.39964157706093	71
"123"	"{19} => {2}"	0.41958041958042	0.75	0.559440559440559	1.30792682926829	60
"124"	"{2} => {19}"	0.41958041958042	0.731707317073171	0.573426573426573	1.30792682926829	60
"125"	"{19} => {17}"	0.482517482517482	0.8625	0.559440559440559	1.48599397590361	69
"126"	"{17} => {19}"	0.482517482517482	0.831325301204819	0.58041958041958	1.48599397590361	69
"127"	"{19} => {22}"	0.531468531468531	0.95	0.559440559440559	1.6172619047619	76
"128"	"{22} => {19}"	0.531468531468531	0.904761904761905	0.587412587412587	1.6172619047619	76
"129"	"{19} => {32}"	0.475524475524476	0.85	0.559440559440559	1.38125	68
"130"	"{32} => {19}"	0.475524475524476	0.772727272727273	0.615384615384615	1.38125	68
"131"	"{19} => {20}"	0.524475524475524	0.9375	0.559440559440559	1.44153225806452	75
"132"	"{20} => {19}"	0.524475524475524	0.806451612903226	0.65034965034965	1.44153225806452	75
"133"	"{2} => {17}"	0.440559440559441	0.768292682926829	0.573426573426573	1.32368498383779	63
"134"	"{17} => {2}"	0.440559440559441	0.759036144578313	0.58041958041958	1.32368498383779	63
"135"	"{2} => {22}"	0.447552447552448	0.780487804878049	0.573426573426573	1.32868757259001	64
"136"	"{22} => {2}"	0.447552447552448	0.761904761904762	0.587412587412587	1.32868757259001	64
"137"	"{2} => {32}"	0.496503496503497	0.865853658536585	0.573426573426573	1.40701219512195	71
"138"	"{32} => {2}"	0.496503496503497	0.806818181818182	0.615384615384615	1.40701219512195	71
"139"	"{2} => {20}"	0.510489510489511	0.890243902439024	0.573426573426573	1.3688696564385	73
"140"	"{20} => {2}"	0.510489510489511	0.78494623655914	0.65034965034965	1.3688696564385	73
"141"	"{17} => {22}"	0.461538461538462	0.795180722891566	0.58041958041958	1.35370051635112	66
"142"	"{22} => {17}"	0.461538461538462	0.785714285714286	0.587412587412588	1.35370051635112	66
"143"	"{17} => {32}"	0.496503496503497	0.855421686746988	0.58041958041958	1.39006024096386	71
"144"	"{32} => {17}"	0.496503496503497	0.806818181818182	0.615384615384615	1.39006024096386	71
"145"	"{17} => {20}"	0.552447552447552	0.951807228915663	0.58041958041958	1.46353154553699	79
"146"	"{20} => {17}"	0.552447552447552	0.849462365591398	0.65034965034965	1.46353154553699	79
"147"	"{22} => {32}"	0.503496503496504	0.857142857142857	0.587412587412588	1.39285714285714	72
"148"	"{32} => {22}"	0.503496503496504	0.818181818181818	0.615384615384615	1.39285714285714	72
"149"	"{22} => {20}"	0.538461538461538	0.916666666666667	0.587412587412587	1.4094982078853	77
"150"	"{20} => {22}"	0.538461538461538	0.827956989247312	0.65034965034965	1.4094982078853	77
"151"	"{32} => {20}"	0.566433566433566	0.920454545454545	0.615384615384615	1.41532258064516	81
"152"	"{20} => {32}"	0.566433566433566	0.870967741935484	0.65034965034965	1.41532258064516	81
"153"	"{1,19} => {2}"	0.314685314685315	1	0.314685314685315	1.74390243902439	45
"154"	"{1,2} => {19}"	0.314685314685315	1	0.314685314685315	1.7875	45
"155"	"{19,2} => {1}"	0.314685314685315	0.75	0.41958041958042	2.38333333333333	45
"156"	"{1,19} => {20}"	0.300699300699301	0.955555555555556	0.314685314685315	1.46929510155317	43
"157"	"{1,20} => {19}"	0.300699300699301	1	0.300699300699301	1.7875	43
"158"	"{19,20} => {1}"	0.300699300699301	0.573333333333333	0.524475524475524	1.82192592592593	43
"159"	"{1,2} => {20}"	0.300699300699301	0.955555555555556	0.314685314685315	1.46929510155317	43
"160"	"{1,20} => {2}"	0.300699300699301	1	0.300699300699301	1.74390243902439	43
"161"	"{2,20} => {1}"	0.300699300699301	0.589041095890411	0.51048951048951	1.87184170471842	43
"162"	"{13,8} => {2}"	0.321678321678322	0.938775510204082	0.342657342657343	1.63713290194126	46
"163"	"{13,2} => {8}"	0.321678321678322	0.978723404255319	0.328671328671329	1.79432624113475	46
"164"	"{2,8} => {13}"	0.321678321678322	0.63013698630137	0.510489510489511	1.60909980430528	46
"165"	"{13,8} => {32}"	0.328671328671329	0.959183673469388	0.342657342657343	1.55867346938776	47
"166"	"{13,32} => {8}"	0.328671328671329	0.87037037037037	0.377622377622378	1.59567901234568	47
"167"	"{32,8} => {13}"	0.328671328671329	0.691176470588235	0.475524475524476	1.76496848739496	47
"168"	"{13,8} => {20}"	0.300699300699301	0.877551020408163	0.342657342657343	1.34935264428352	43
"169"	"{13,20} => {8}"	0.300699300699301	0.86	0.34965034965035	1.57666666666667	43
"170"	"{20,8} => {13}"	0.300699300699301	0.605633802816901	0.496503496503497	1.5465291750503	43
"171"	"{13,2} => {32}"	0.314685314685315	0.957446808510638	0.328671328671329	1.55585106382979	45
"172"	"{13,32} => {2}"	0.314685314685315	0.833333333333333	0.377622377622378	1.45325203252033	45
"173"	"{2,32} => {13}"	0.314685314685315	0.633802816901408	0.496503496503496	1.61846076458753	45
"174"	"{13,17} => {32}"	0.314685314685315	0.957446808510638	0.328671328671329	1.55585106382979	45
"175"	"{13,32} => {17}"	0.314685314685315	0.833333333333333	0.377622377622378	1.43574297188755	45
"176"	"{17,32} => {13}"	0.314685314685315	0.633802816901408	0.496503496503496	1.61846076458753	45
"177"	"{13,17} => {20}"	0.300699300699301	0.914893617021277	0.328671328671329	1.40677190574239	43
"178"	"{13,20} => {17}"	0.300699300699301	0.86	0.34965034965035	1.48168674698795	43
"179"	"{17,20} => {13}"	0.300699300699301	0.544303797468354	0.552447552447552	1.38991862567812	43
"180"	"{13,32} => {20}"	0.335664335664336	0.888888888888889	0.377622377622378	1.36678614097969	48
"181"	"{13,20} => {32}"	0.335664335664336	0.96	0.34965034965035	1.56	48
"182"	"{20,32} => {13}"	0.335664335664336	0.592592592592593	0.566433566433566	1.51322751322751	48
"183"	"{34,5} => {6}"	0.321678321678322	1	0.321678321678322	2.34426229508197	46
"184"	"{34,6} => {5}"	0.321678321678322	0.958333333333333	0.335664335664336	2.28402777777778	46
"185"	"{5,6} => {34}"	0.321678321678322	0.793103448275862	0.405594405594406	1.98971566848155	46
"186"	"{34,5} => {0}"	0.321678321678322	1	0.321678321678322	2.26984126984127	46
"187"	"{0,34} => {5}"	0.321678321678322	0.958333333333333	0.335664335664336	2.28402777777778	46
"188"	"{0,5} => {34}"	0.321678321678322	0.793103448275862	0.405594405594406	1.98971566848155	46
"189"	"{34,6} => {0}"	0.335664335664336	1	0.335664335664336	2.26984126984127	48
"190"	"{0,34} => {6}"	0.335664335664336	1	0.335664335664336	2.34426229508197	48
"191"	"{0,6} => {34}"	0.335664335664336	0.8	0.41958041958042	2.00701754385965	48
"192"	"{34,6} => {32}"	0.300699300699301	0.895833333333333	0.335664335664336	1.45572916666667	43
"193"	"{32,34} => {6}"	0.300699300699301	0.86	0.34965034965035	2.01606557377049	43
"194"	"{32,6} => {34}"	0.300699300699301	0.781818181818182	0.384615384615385	1.96140350877193	43
"195"	"{0,34} => {32}"	0.300699300699301	0.895833333333333	0.335664335664336	1.45572916666667	43
"196"	"{32,34} => {0}"	0.300699300699301	0.86	0.34965034965035	1.95206349206349	43
"197"	"{0,32} => {34}"	0.300699300699301	0.754385964912281	0.398601398601399	1.89258233302555	43
"198"	"{32,34} => {20}"	0.307692307692308	0.88	0.34965034965035	1.35311827956989	44
"199"	"{20,34} => {32}"	0.307692307692308	0.88	0.34965034965035	1.43	44
"200"	"{20,32} => {34}"	0.307692307692308	0.54320987654321	0.566433566433566	1.36278969027507	44
"201"	"{5,6} => {0}"	0.405594405594406	1	0.405594405594406	2.26984126984127	58
"202"	"{0,5} => {6}"	0.405594405594406	1	0.405594405594406	2.34426229508197	58
"203"	"{0,6} => {5}"	0.405594405594406	0.966666666666667	0.41958041958042	2.30388888888889	58
"204"	"{5,6} => {22}"	0.314685314685315	0.775862068965517	0.405594405594406	1.32081280788177	45
"205"	"{22,5} => {6}"	0.314685314685315	0.978260869565217	0.321678321678322	2.29330007127584	45
"206"	"{22,6} => {5}"	0.314685314685315	0.957446808510638	0.328671328671329	2.28191489361702	45
"207"	"{5,6} => {32}"	0.370629370629371	0.913793103448276	0.405594405594406	1.48491379310345	53
"208"	"{32,5} => {6}"	0.370629370629371	0.981481481481482	0.377622377622378	2.30085003035823	53
"209"	"{32,6} => {5}"	0.370629370629371	0.963636363636364	0.384615384615385	2.29666666666667	53
"210"	"{5,6} => {20}"	0.363636363636364	0.896551724137931	0.405594405594406	1.37856878012607	52
"211"	"{20,5} => {6}"	0.363636363636364	0.981132075471698	0.370629370629371	2.30003093102382	52
"212"	"{20,6} => {5}"	0.363636363636364	1	0.363636363636364	2.38333333333333	52
"213"	"{0,5} => {22}"	0.314685314685315	0.775862068965517	0.405594405594406	1.32081280788177	45
"214"	"{22,5} => {0}"	0.314685314685315	0.978260869565217	0.321678321678322	2.22049689440994	45
"215"	"{0,22} => {5}"	0.314685314685315	0.957446808510638	0.328671328671329	2.28191489361702	45
"216"	"{0,5} => {32}"	0.370629370629371	0.913793103448276	0.405594405594406	1.48491379310345	53
"217"	"{32,5} => {0}"	0.370629370629371	0.981481481481482	0.377622377622378	2.22780717225162	53
"218"	"{0,32} => {5}"	0.370629370629371	0.929824561403509	0.398601398601399	2.21608187134503	53
"219"	"{0,5} => {20}"	0.363636363636364	0.896551724137931	0.405594405594406	1.37856878012607	52
"220"	"{20,5} => {0}"	0.363636363636364	0.981132075471698	0.370629370629371	2.22701407607068	52
"221"	"{0,20} => {5}"	0.363636363636364	0.962962962962963	0.377622377622378	2.29506172839506	52
"222"	"{32,5} => {20}"	0.342657342657343	0.907407407407407	0.377622377622378	1.3952608522501	49
"223"	"{20,5} => {32}"	0.342657342657343	0.924528301886792	0.370629370629371	1.50235849056604	49
"224"	"{20,32} => {5}"	0.342657342657343	0.604938271604938	0.566433566433566	1.4417695473251	49
"225"	"{0,6} => {22}"	0.328671328671329	0.783333333333333	0.41958041958042	1.33353174603175	47
"226"	"{22,6} => {0}"	0.328671328671329	1	0.328671328671329	2.26984126984127	47
"227"	"{0,22} => {6}"	0.328671328671329	1	0.328671328671329	2.34426229508197	47
"228"	"{0,6} => {32}"	0.384615384615385	0.916666666666667	0.41958041958042	1.48958333333333	55
"229"	"{32,6} => {0}"	0.384615384615385	1	0.384615384615385	2.26984126984127	55
"230"	"{0,32} => {6}"	0.384615384615385	0.964912280701754	0.398601398601399	2.26200747771067	55
"231"	"{0,6} => {20}"	0.363636363636364	0.866666666666667	0.41958041958042	1.3326164874552	52
"232"	"{20,6} => {0}"	0.363636363636364	1	0.363636363636364	2.26984126984127	52
"233"	"{0,20} => {6}"	0.363636363636364	0.962962962962963	0.377622377622378	2.25743776563449	52
"234"	"{22,6} => {32}"	0.300699300699301	0.914893617021277	0.328671328671329	1.48670212765957	43
"235"	"{32,6} => {22}"	0.300699300699301	0.781818181818182	0.384615384615385	1.33095238095238	43
"236"	"{22,32} => {6}"	0.300699300699301	0.597222222222222	0.503496503496503	1.40004553734062	43
"237"	"{32,6} => {20}"	0.335664335664336	0.872727272727273	0.384615384615385	1.34193548387097	48
"238"	"{20,6} => {32}"	0.335664335664336	0.923076923076923	0.363636363636364	1.5	48
"239"	"{20,32} => {6}"	0.335664335664336	0.592592592592593	0.566433566433566	1.38919247115968	48
"240"	"{15,31} => {8}"	0.34965034965035	0.961538461538462	0.363636363636364	1.76282051282051	50
"241"	"{15,8} => {31}"	0.34965034965035	0.847457627118644	0.412587412587413	1.61581920903955	50
"242"	"{31,8} => {15}"	0.34965034965035	0.87719298245614	0.398601398601399	2.05637043428243	50
"243"	"{15,31} => {2}"	0.363636363636364	1	0.363636363636364	1.74390243902439	52
"244"	"{15,2} => {31}"	0.363636363636364	0.852459016393443	0.426573426573427	1.62535519125683	52
"245"	"{2,31} => {15}"	0.363636363636364	0.945454545454545	0.384615384615385	2.21639344262295	52
"246"	"{15,31} => {17}"	0.363636363636364	1	0.363636363636364	1.72289156626506	52
"247"	"{15,17} => {31}"	0.363636363636364	0.852459016393443	0.426573426573427	1.62535519125683	52
"248"	"{17,31} => {15}"	0.363636363636364	0.702702702702703	0.517482517482518	1.64731945059814	52
"249"	"{15,31} => {32}"	0.314685314685315	0.865384615384615	0.363636363636364	1.40625	45
"250"	"{15,32} => {31}"	0.314685314685315	0.865384615384615	0.363636363636364	1.65	45
"251"	"{31,32} => {15}"	0.314685314685315	0.692307692307692	0.454545454545455	1.62295081967213	45
"252"	"{15,31} => {20}"	0.342657342657343	0.942307692307692	0.363636363636364	1.4489247311828	49
"253"	"{15,20} => {31}"	0.342657342657343	0.859649122807018	0.398601398601399	1.63906432748538	49
"254"	"{20,31} => {15}"	0.342657342657343	0.690140845070423	0.496503496503497	1.6178711613946	49
"255"	"{15,8} => {19}"	0.314685314685315	0.76271186440678	0.412587412587413	1.36334745762712	45
"256"	"{15,19} => {8}"	0.314685314685315	0.957446808510638	0.328671328671329	1.75531914893617	45
"257"	"{19,8} => {15}"	0.314685314685315	0.803571428571429	0.391608391608392	1.88378220140515	45
"258"	"{15,8} => {2}"	0.412587412587413	1	0.412587412587413	1.74390243902439	59
"259"	"{15,2} => {8}"	0.412587412587413	0.967213114754098	0.426573426573427	1.77322404371585	59
"260"	"{2,8} => {15}"	0.412587412587413	0.808219178082192	0.510489510489511	1.89467774534022	59
"261"	"{15,8} => {17}"	0.412587412587413	1	0.412587412587413	1.72289156626506	59
"262"	"{15,17} => {8}"	0.412587412587413	0.967213114754098	0.426573426573427	1.77322404371585	59
"263"	"{17,8} => {15}"	0.412587412587413	0.907692307692308	0.454545454545455	2.12786885245902	59
"264"	"{15,8} => {32}"	0.34965034965035	0.847457627118644	0.412587412587413	1.3771186440678	50
"265"	"{15,32} => {8}"	0.34965034965035	0.961538461538462	0.363636363636364	1.76282051282051	50
"266"	"{32,8} => {15}"	0.34965034965035	0.735294117647059	0.475524475524475	1.72372227579556	50
"267"	"{15,8} => {20}"	0.384615384615385	0.932203389830508	0.412587412587413	1.43338800801895	55
"268"	"{15,20} => {8}"	0.384615384615385	0.964912280701754	0.398601398601399	1.76900584795322	55
"269"	"{20,8} => {15}"	0.384615384615385	0.774647887323944	0.496503496503497	1.81597783421843	55
"270"	"{15,19} => {2}"	0.328671328671329	1	0.328671328671329	1.74390243902439	47
"271"	"{15,2} => {19}"	0.328671328671329	0.770491803278688	0.426573426573427	1.37725409836066	47
"272"	"{19,2} => {15}"	0.328671328671329	0.783333333333333	0.41958041958042	1.83633879781421	47
"273"	"{15,19} => {17}"	0.328671328671329	1	0.328671328671329	1.72289156626506	47
"274"	"{15,17} => {19}"	0.328671328671329	0.770491803278688	0.426573426573427	1.37725409836066	47
"275"	"{17,19} => {15}"	0.328671328671329	0.681159420289855	0.482517482517482	1.5968163459254	47
"276"	"{15,19} => {22}"	0.300699300699301	0.914893617021277	0.328671328671329	1.55749746707194	43
"277"	"{15,22} => {19}"	0.300699300699301	0.977272727272727	0.307692307692308	1.746875	43
"278"	"{19,22} => {15}"	0.300699300699301	0.565789473684211	0.531468531468531	1.32635893011217	43
"279"	"{15,19} => {20}"	0.314685314685315	0.957446808510638	0.328671328671329	1.47220315717227	45
"280"	"{15,20} => {19}"	0.314685314685315	0.789473684210526	0.398601398601399	1.41118421052632	45
"281"	"{19,20} => {15}"	0.314685314685315	0.6	0.524475524475524	1.40655737704918	45
"282"	"{15,2} => {17}"	0.426573426573427	1	0.426573426573427	1.72289156626506	61
"283"	"{15,17} => {2}"	0.426573426573427	1	0.426573426573427	1.74390243902439	61
"284"	"{17,2} => {15}"	0.426573426573427	0.968253968253968	0.440559440559441	2.26984126984127	61
"285"	"{15,2} => {22}"	0.307692307692308	0.721311475409836	0.426573426573427	1.22794691647151	44
"286"	"{15,22} => {2}"	0.307692307692308	1	0.307692307692308	1.74390243902439	44
"287"	"{2,22} => {15}"	0.307692307692308	0.6875	0.447552447552448	1.61168032786885	44
"288"	"{15,2} => {32}"	0.363636363636364	0.852459016393443	0.426573426573427	1.38524590163934	52
"289"	"{15,32} => {2}"	0.363636363636364	1	0.363636363636364	1.74390243902439	52
"290"	"{2,32} => {15}"	0.363636363636364	0.732394366197183	0.496503496503497	1.71692449780651	52
"291"	"{15,2} => {20}"	0.398601398601399	0.934426229508197	0.426573426573427	1.43680592279217	57
